datetime,ask,bid
2012-02-07 09:30:00,530.0,529.0
2012-02-07 09:31:00,535.0,534.0
2012-02-07 09:32:00,530.0,529.0
2012-02-07 09:33:00,543.0,542.0
2012-02-07 09:34:00,554.0,553.0
2012-02-07 09:35:00,562.0,561.0
2012-02-07 09:36:00,557.0,556.0
2012-02-07 09:37:00,538.0,537.0
2012-02-07 09:38:00,546.0,545.0
2012-02-07 09:39:00,537.0,536.0
2012-02-07 09:40:00,554.0,553.0
2012-02-07 09:41:00,565.0,564.0
2012-02-07 09:42:00,580.0,579.0
2012-02-07 09:43:00,572.0,571.0
2012-02-07 09:44:00,564.0,563.0
2012-02-07 09:45:00,581.0,580.0
2012-02-07 09:46:00,570.0,569.0
2012-02-07 09:47:00,556.0,555.0
2012-02-07 09:48:00,542.0,541.0
2012-02-07 09:49:00,551.0,550.0
2012-02-07 09:50:00,540.0,539.0
2012-02-07 09:51:00,551.0,550.0
2012-02-07 09:52:00,548.0,547.0
2012-02-07 09:53:00,557.0,556.0
2012-02-07 09:54:00,562.0,561.0
2012-02-07 09:55:00,576.0,575.0
2012-02-07 09:56:00,583.0,582.0
2012-02-07 09:57:00,566.0,565.0
2012-02-07 09:58:00,548.0,547.0
2012-02-07 09:59:00,543.0,542.0
2012-02-07 10:00:00,553.0,552.0
2012-02-07 10:01:00,541.0,540.0
2012-02-07 10:02:00,521.0,520.0
2012-02-07 10:03:00,511.0,510.0
2012-02-07 10:04:00,529.0,528.0
2012-02-07 10:05:00,555.0,554.0
2012-02-07 10:06:00,532.0,531.0
2012-02-07 10:07:00,519.0,518.0
2012-02-07 10:08:00,518.0,517.0
2012-02-07 10:09:00,523.0,522.0
2012-02-07 10:10:00,522.0,521.0
2012-02-07 10:11:00,532.0,531.0
2012-02-07 10:12:00,521.0,520.0
2012-02-07 10:13:00,530.0,529.0
2012-02-07 10:14:00,550.0,549.0
2012-02-07 10:15:00,535.0,534.0
2012-02-07 10:16:00,533.0,532.0
2012-02-07 10:17:00,547.0,546.0
2012-02-07 10:18:00,544.0,543.0
2012-02-07 10:19:00,556.0,555.0
2012-02-07 10:20:00,561.0,560.0
2012-02-07 10:21:00,549.0,548.0
2012-02-07 10:22:00,541.0,540.0
2012-02-07 10:23:00,545.0,544.0
2012-02-07 10:24:00,541.0,540.0
2012-02-07 10:25:00,537.0,536.0
2012-02-07 10:26:00,527.0,526.0
2012-02-07 10:27:00,527.0,526.0
2012-02-07 10:28:00,522.0,521.0
2012-02-07 10:29:00,525.0,524.0
2012-02-07 10:30:00,546.0,545.0
2012-02-07 10:31:00,553.0,552.0
2012-02-07 10:32:00,553.0,552.0
2012-02-07 10:33:00,552.0,551.0
2012-02-07 10:34:00,559.0,558.0
2012-02-07 10:35:00,549.0,548.0
2012-02-07 10:36:00,537.0,536.0
2012-02-07 10:37:00,538.0,537.0
2012-02-07 10:38:00,524.0,523.0
2012-02-07 10:39:00,521.0,520.0
2012-02-07 10:40:00,529.0,528.0
2012-02-07 10:41:00,530.0,529.0
2012-02-07 10:42:00,554.0,553.0
2012-02-07 10:43:00,544.0,543.0
2012-02-07 10:44:00,559.0,558.0
2012-02-07 10:45:00,561.0,560.0
2012-02-07 10:46:00,587.0,586.0
2012-02-07 10:47:00,566.0,565.0
2012-02-07 10:48:00,561.0,560.0
2012-02-07 10:49:00,559.0,558.0
2012-02-07 10:50:00,549.0,548.0
2012-02-07 10:51:00,565.0,564.0
2012-02-07 10:52:00,574.0,573.0
2012-02-07 10:53:00,577.0,576.0
2012-02-07 10:54:00,573.0,572.0
2012-02-07 10:55:00,582.0,581.0
2012-02-07 10:56:00,598.0,597.0
2012-02-07 10:57:00,603.0,602.0
2012-02-07 10:58:00,602.0,601.0
2012-02-07 10:59:00,610.0,609.0
2012-02-07 11:00:00,594.0,593.0
2012-02-07 11:01:00,567.0,566.0
2012-02-07 11:02:00,547.0,546.0
2012-02-07 11:03:00,552.0,551.0
2012-02-07 11:04:00,541.0,540.0
